CountryTerritoryArea,BCIs per million population,Absolute BCIs,BCIs with AST per million population,Absolute BCIs with AST,% BCIs with AST,Year,Infectious Syndrome,Bacterial Pathogen,Antibiotic Group,code,region,income,che_gdp,gghed_gdp,gghed_gge
Poland,6.8,260,3.8,143,55.0,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,POL,EUR,High,6.44,4.64,10.53
Qatar,104.1,293,104.1,293,100.0,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,QAT,EMR,High,2.89366841,2.46038246,8.389737129999997
Republic of Korea,3.0,157,3.0,157,100.0,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,KOR,WPR,High,9.331455230000001,5.692255020000001,14.82539463
Republic of Moldova,20.8,63,20.8,63,100.0,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,MDA,EUR,Upper-middle,7.75,5.06,14.62
Saudi Arabia,3.0,95,3.0,93,97.9,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,SAU,EMR,High,5.968369009999999,4.594673160000001,14.40493202
Singapore,33.7,187,33.5,186,99.5,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,SGP,WPR,High,5.565251829999999,3.50580597,20.812007899999998
South Africa,8.8,540,8.3,511,94.6,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,ZAF,AFR,Upper-middle,8.27309132,4.99565506,15.28983974
Sri Lanka,0.4,9,0.4,9,100.0,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,LKA,SEAR,Lower-middle,4.07,1.89,9.49
Thailand,7.0,499,6.5,467,93.6,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,THA,SEAR,Upper-middle,5.1603875200000004,3.6309559300000003,13.46591473
Tunisia,1.2,14,1.1,13,92.9,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,TUN,EMR,Lower-middle,6.972739220000001,4.12733793,12.39702702
Uganda,0.1,4,0.1,4,100.0,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,UGA,AFR,Low,4.671967029999999,1.05270064,4.88157225
United Arab Emirates,126.3,1236,107.7,1054,85.3,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,ARE,EMR,High,5.30695152,3.402116779999999,12.8867445
Zambia,3.4,67,1.6,31,46.3,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,ZMB,AFR,Low,6.624164579999999,2.8165416700000003,9.254849429999998
"occupied Palestinian territory, including east Jerusalem",2.5,13,2.1,11,84.6,2021,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Georgia,15.3,58,15.3,58,100.0,2016,Gastrointestinal,Shigella spp.,3GCs,GEO,EUR,Upper-middle,8.0,2.93,10.33
Madagascar,0.2,6,0.2,5,83.3,2016,Gastrointestinal,Shigella spp.,3GCs,MDG,AFR,Low,5.332488540000001,2.3719458600000007,17.51086807
Malawi,6.3,110,6.3,110,100.0,2016,Gastrointestinal,Shigella spp.,3GCs,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,15.7,82,15.7,82,100.0,2016,Gastrointestinal,Shigella spp.,3GCs,NOR,EUR,High,10.53,8.99,17.55
Philippines,0.1,13,0.1,9,69.2,2016,Gastrointestinal,Shigella spp.,3GCs,PHL,WPR,Lower-middle,3.95,1.47,7.72
Switzerland,10.9,91,8.4,70,76.9,2016,Gastrointestinal,Shigella spp.,3GCs,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,0.0,3,0.0,1,33.3,2016,Gastrointestinal,Shigella spp.,3GCs,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
United States of America,1.6,532,1.6,532,100.0,2016,Gastrointestinal,Shigella spp.,3GCs,USA,AMR,High,16.80215836,8.6021204,22.45710564
Canada,540.0,19629,539.6,19618,99.9,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,CAN,AMR,High,11.0319252,7.70479155,18.90594482
Egypt,0.3,27,0.0,5,18.5,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,EGY,EMR,Lower-middle,5.07462406,1.56636381,5.057976720000001
Finland,25810.9,141843,8105.6,44544,31.4,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,FIN,EUR,High,9.38,7.3,13.12
Latvia,372.5,730,372.5,730,100.0,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,LVA,EUR,High,6.13,3.43,9.14
Lebanon,156.9,992,138.1,873,88.0,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,LBN,EMR,Lower-middle,7.923860549999999,3.7249276599999996,13.16996193
Malawi,14.4,252,14.4,252,100.0,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,309.6,1621,309.6,1621,100.0,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,NOR,EUR,High,10.53,8.99,17.55
Philippines,45.3,4834,33.0,3527,73.0,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,PHL,WPR,Lower-middle,3.95,1.47,7.72
Republic of Korea,86.5,4436,86.5,4436,100.0,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,KOR,WPR,High,6.870499129999999,3.87140298,12.77859974
Sweden,26437.2,262344,6784.0,67320,25.7,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,SWE,EUR,High,10.85,9.14,18.39
Switzerland,9204.4,77086,8934.4,74825,97.1,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,14.1,1001,10.8,767,76.6,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
Tunisia,583.8,6731,516.5,5954,88.5,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
Zambia,2.0,34,2.0,34,100.0,2016,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,ZMB,AFR,Low,4.4692316100000005,1.7143074300000003,7.164569379999999
Canada,74.9,2723,74.9,2723,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,CAN,AMR,High,11.0319252,7.70479155,18.90594482
Georgia,6.9,26,6.1,23,88.5,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,GEO,EUR,Upper-middle,8.0,2.93,10.33
Japan,5.3,675,5.3,675,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,JPN,WPR,High,10.66,8.96,23.18
Madagascar,1.3,35,1.3,33,94.3,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,MDG,AFR,Low,5.332488540000001,2.3719458600000007,17.51086807
Malawi,23.5,413,23.5,413,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,52.7,276,52.7,276,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,NOR,EUR,High,10.53,8.99,17.55
Philippines,1.5,165,0.2,22,13.3,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,PHL,WPR,Lower-middle,3.95,1.47,7.72
South Africa,5.4,308,4.7,269,87.3,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,ZAF,AFR,Upper-middle,8.079593659999997,4.57297277,15.28983974
Sweden,181.4,1800,181.0,1796,99.8,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,SWE,EUR,High,10.85,9.14,18.39
Switzerland,13.4,112,9.9,83,74.1,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Tunisia,0.7,8,0.0,0,0.0,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
United States of America,16.0,5256,16.0,5256,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,Macrolides,USA,AMR,High,16.80215836,8.6021204,22.45710564
Egypt,0.3,34,0.3,26,76.5,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,EGY,EMR,Lower-middle,5.07462406,1.56636381,5.057976720000001
Finland,2881.3,15834,1828.8,10050,63.5,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,FIN,EUR,High,9.38,7.3,13.12
Japan,562.6,71538,553.4,70368,98.4,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,JPN,WPR,High,10.66,8.96,23.18
Latvia,75.0,147,73.5,144,98.0,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,LVA,EUR,High,6.13,3.43,9.14
Lebanon,22.5,142,22.5,142,100.0,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,LBN,EMR,Lower-middle,7.923860549999999,3.7249276599999996,13.16996193
Malawi,2.7,47,0.0,0,0.0,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,155.3,813,155.3,813,100.0,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,NOR,EUR,High,10.53,8.99,17.55
Philippines,15.8,1691,13.8,1478,87.4,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,PHL,WPR,Lower-middle,3.95,1.47,7.72
Republic of Korea,15.8,812,15.8,812,100.0,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,KOR,WPR,High,6.870499129999999,3.87140298,12.77859974
Sweden,2542.1,25226,2522.8,25034,99.2,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,SWE,EUR,High,10.85,9.14,18.39
Switzerland,1294.1,10838,1240.6,10390,95.9,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,5.4,381,3.6,258,67.7,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
Tunisia,134.0,1545,124.3,1433,92.8,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
Zambia,1.4,23,1.3,22,95.7,2016,Urinary tract,Klebsiella pneumoniae,Fluoroquinolones,ZMB,AFR,Low,4.4692316100000005,1.7143074300000003,7.164569379999999
Egypt,0.3,34,0.1,10,29.4,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,EGY,EMR,Lower-middle,5.07462406,1.56636381,5.057976720000001
Finland,2881.3,15834,729.1,4007,25.3,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,FIN,EUR,High,9.38,7.3,13.12
Latvia,75.0,147,74.0,145,98.6,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,LVA,EUR,High,6.13,3.43,9.14
Lebanon,22.5,142,22.3,141,99.3,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,LBN,EMR,Lower-middle,7.923860549999999,3.7249276599999996,13.16996193
Malawi,2.7,47,2.7,47,100.0,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,155.3,813,155.3,813,100.0,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,NOR,EUR,High,10.53,8.99,17.55
Philippines,15.8,1691,12.3,1313,77.6,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,PHL,WPR,Lower-middle,3.95,1.47,7.72
Republic of Korea,15.8,812,15.8,812,100.0,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,KOR,WPR,High,6.870499129999999,3.87140298,12.77859974
Sweden,2542.1,25226,798.7,7926,31.4,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,SWE,EUR,High,10.85,9.14,18.39
Switzerland,1294.1,10838,1247.3,10446,96.4,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,5.4,381,3.7,259,68.0,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
Tunisia,134.0,1545,118.9,1371,88.7,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
Zambia,1.4,23,1.3,22,95.7,2016,Urinary tract,Klebsiella pneumoniae,Sulfonamides and trimethoprim,ZMB,AFR,Low,4.4692316100000005,1.7143074300000003,7.164569379999999
Canada,540.0,19629,374.6,13617,69.4,2016,Urinary tract,Escherichia coli,3GCs,CAN,AMR,High,11.0319252,7.70479155,18.90594482
Egypt,0.3,27,0.2,24,88.9,2016,Urinary tract,Escherichia coli,3GCs,EGY,EMR,Lower-middle,5.07462406,1.56636381,5.057976720000001
Finland,25810.9,141843,7298.7,40110,28.3,2016,Urinary tract,Escherichia coli,3GCs,FIN,EUR,High,9.38,7.3,13.12
Japan,2765.8,351704,2655.3,337642,96.0,2016,Urinary tract,Escherichia coli,3GCs,JPN,WPR,High,10.66,8.96,23.18
Latvia,372.5,730,372.5,730,100.0,2016,Urinary tract,Escherichia coli,3GCs,LVA,EUR,High,6.13,3.43,9.14
Lebanon,156.9,992,147.7,934,94.2,2016,Urinary tract,Escherichia coli,3GCs,LBN,EMR,Lower-middle,7.923860549999999,3.7249276599999996,13.16996193
Malawi,14.4,252,14.4,252,100.0,2016,Urinary tract,Escherichia coli,3GCs,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,309.6,1621,309.6,1621,100.0,2016,Urinary tract,Escherichia coli,3GCs,NOR,EUR,High,10.53,8.99,17.55
Philippines,45.3,4834,42.3,4516,93.4,2016,Urinary tract,Escherichia coli,3GCs,PHL,WPR,Lower-middle,3.95,1.47,7.72
Republic of Korea,86.5,4436,86.5,4436,100.0,2016,Urinary tract,Escherichia coli,3GCs,KOR,WPR,High,6.870499129999999,3.87140298,12.77859974
Sweden,26437.2,262344,4549.7,45148,17.2,2016,Urinary tract,Escherichia coli,3GCs,SWE,EUR,High,10.85,9.14,18.39
Switzerland,9204.4,77086,8872.9,74310,96.4,2016,Urinary tract,Escherichia coli,3GCs,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,14.1,1001,11.5,817,81.6,2016,Urinary tract,Escherichia coli,3GCs,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
Tunisia,583.8,6731,519.0,5983,88.9,2016,Urinary tract,Escherichia coli,3GCs,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
Zambia,2.0,34,2.0,34,100.0,2016,Urinary tract,Escherichia coli,3GCs,ZMB,AFR,Low,4.4692316100000005,1.7143074300000003,7.164569379999999
Canada,74.9,2723,74.9,2723,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,CAN,AMR,High,11.0319252,7.70479155,18.90594482
Finland,39.9,219,39.7,218,99.5,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,FIN,EUR,High,9.38,7.3,13.12
Georgia,6.9,26,6.1,23,88.5,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,GEO,EUR,Upper-middle,8.0,2.93,10.33
Japan,5.3,675,5.3,675,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,JPN,WPR,High,10.66,8.96,23.18
Madagascar,1.3,35,1.1,30,85.7,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,MDG,AFR,Low,5.332488540000001,2.3719458600000007,17.51086807
Malawi,23.5,413,23.5,413,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,52.7,276,52.7,276,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,NOR,EUR,High,10.53,8.99,17.55
Philippines,1.5,165,1.5,162,98.2,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,PHL,WPR,Lower-middle,3.95,1.47,7.72
South Africa,5.4,308,5.3,306,99.4,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,ZAF,AFR,Upper-middle,8.079593659999997,4.57297277,15.28983974
Sweden,181.4,1800,181.0,1796,99.8,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,SWE,EUR,High,10.85,9.14,18.39
Switzerland,13.4,112,13.0,109,97.3,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,0.3,18,0.0,2,11.1,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
Tunisia,0.7,8,0.4,5,62.5,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
Uganda,0.3,12,0.3,11,91.7,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,UGA,AFR,Low,4.96169233,0.77792501,5.17819309
United States of America,16.0,5256,16.0,5256,100.0,2016,Gonorrhoea,Neisseria gonorrhoeae,3GCs,USA,AMR,High,16.80215836,8.6021204,22.45710564
Canada,92.7,3370,54.7,1988,59.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,CAN,AMR,High,11.0319252,7.70479155,18.90594482
Finland,196.7,1081,195.8,1076,99.5,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,FIN,EUR,High,9.38,7.3,13.12
Georgia,3.7,14,3.7,14,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,GEO,EUR,Upper-middle,8.0,2.93,10.33
Japan,1.7,212,1.7,212,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,JPN,WPR,High,10.66,8.96,23.18
Lebanon,5.7,36,5.4,34,94.4,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,LBN,EMR,Lower-middle,7.923860549999999,3.7249276599999996,13.16996193
Lithuania,358.6,1029,257.2,738,71.7,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,LTU,EUR,High,6.64,4.36,12.75
Madagascar,0.0,1,0.0,1,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,MDG,AFR,Low,5.332488540000001,2.3719458600000007,17.51086807
Malawi,4.7,83,4.7,83,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,150.1,786,150.1,786,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,NOR,EUR,High,10.53,8.99,17.55
Philippines,0.5,49,0.4,42,85.7,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,PHL,WPR,Lower-middle,3.95,1.47,7.72
Republic of Korea,1.4,71,1.4,71,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,KOR,WPR,High,6.870499129999999,3.87140298,12.77859974
Switzerland,47.2,395,42.7,358,90.6,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Tunisia,1.3,15,1.3,15,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
United States of America,5.9,1942,5.9,1942,100.0,2016,Gastrointestinal,Salmonella spp.,Fluoroquinolones,USA,AMR,High,16.80215836,8.6021204,22.45710564
Canada,540.0,19629,540.0,19629,100.0,2016,Urinary tract,Escherichia coli,Fluoroquinolones,CAN,AMR,High,11.0319252,7.70479155,18.90594482
Egypt,0.3,27,0.2,20,74.1,2016,Urinary tract,Escherichia coli,Fluoroquinolones,EGY,EMR,Lower-middle,5.07462406,1.56636381,5.057976720000001
Finland,25810.9,141843,17119.2,94078,66.3,2016,Urinary tract,Escherichia coli,Fluoroquinolones,FIN,EUR,High,9.38,7.3,13.12
Japan,2765.8,351704,2731.8,347371,98.8,2016,Urinary tract,Escherichia coli,Fluoroquinolones,JPN,WPR,High,10.66,8.96,23.18
Latvia,372.5,730,372.5,730,100.0,2016,Urinary tract,Escherichia coli,Fluoroquinolones,LVA,EUR,High,6.13,3.43,9.14
Lebanon,156.9,992,149.0,942,95.0,2016,Urinary tract,Escherichia coli,Fluoroquinolones,LBN,EMR,Lower-middle,7.923860549999999,3.7249276599999996,13.16996193
Malawi,14.4,252,14.4,252,100.0,2016,Urinary tract,Escherichia coli,Fluoroquinolones,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,309.6,1621,309.6,1621,100.0,2016,Urinary tract,Escherichia coli,Fluoroquinolones,NOR,EUR,High,10.53,8.99,17.55
Philippines,45.3,4834,37.6,4018,83.1,2016,Urinary tract,Escherichia coli,Fluoroquinolones,PHL,WPR,Lower-middle,3.95,1.47,7.72
Republic of Korea,86.5,4436,86.5,4436,100.0,2016,Urinary tract,Escherichia coli,Fluoroquinolones,KOR,WPR,High,6.870499129999999,3.87140298,12.77859974
Sweden,26437.2,262344,26319.3,261174,99.6,2016,Urinary tract,Escherichia coli,Fluoroquinolones,SWE,EUR,High,10.85,9.14,18.39
Switzerland,9204.4,77086,8854.3,74154,96.2,2016,Urinary tract,Escherichia coli,Fluoroquinolones,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,14.1,1001,11.4,806,80.5,2016,Urinary tract,Escherichia coli,Fluoroquinolones,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
Tunisia,583.8,6731,545.1,6284,93.4,2016,Urinary tract,Escherichia coli,Fluoroquinolones,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
Zambia,2.0,34,2.0,34,100.0,2016,Urinary tract,Escherichia coli,Fluoroquinolones,ZMB,AFR,Low,4.4692316100000005,1.7143074300000003,7.164569379999999
Egypt,0.3,34,0.3,33,97.1,2016,Urinary tract,Klebsiella pneumoniae,3GCs,EGY,EMR,Lower-middle,5.07462406,1.56636381,5.057976720000001
Finland,2881.3,15834,674.9,3709,23.4,2016,Urinary tract,Klebsiella pneumoniae,3GCs,FIN,EUR,High,9.38,7.3,13.12
Japan,562.6,71538,542.3,68953,96.4,2016,Urinary tract,Klebsiella pneumoniae,3GCs,JPN,WPR,High,10.66,8.96,23.18
Latvia,75.0,147,75.0,147,100.0,2016,Urinary tract,Klebsiella pneumoniae,3GCs,LVA,EUR,High,6.13,3.43,9.14
Lebanon,22.5,142,22.5,142,100.0,2016,Urinary tract,Klebsiella pneumoniae,3GCs,LBN,EMR,Lower-middle,7.923860549999999,3.7249276599999996,13.16996193
Malawi,2.7,47,2.7,47,100.0,2016,Urinary tract,Klebsiella pneumoniae,3GCs,MWI,AFR,Low,7.727037909999998,1.91101837,9.677967070000001
Norway,155.3,813,155.3,813,100.0,2016,Urinary tract,Klebsiella pneumoniae,3GCs,NOR,EUR,High,10.53,8.99,17.55
Philippines,15.8,1691,15.0,1601,94.7,2016,Urinary tract,Klebsiella pneumoniae,3GCs,PHL,WPR,Lower-middle,3.95,1.47,7.72
Republic of Korea,15.8,812,15.8,812,100.0,2016,Urinary tract,Klebsiella pneumoniae,3GCs,KOR,WPR,High,6.870499129999999,3.87140298,12.77859974
Sweden,2542.1,25226,473.2,4696,18.6,2016,Urinary tract,Klebsiella pneumoniae,3GCs,SWE,EUR,High,10.85,9.14,18.39
Switzerland,1294.1,10838,1241.3,10396,95.9,2016,Urinary tract,Klebsiella pneumoniae,3GCs,CHE,EUR,High,10.990034099999999,3.6916108099999994,10.9634409
Thailand,5.4,381,3.8,267,70.1,2016,Urinary tract,Klebsiella pneumoniae,3GCs,THA,SEAR,Upper-middle,3.9390060899999995,2.85139871,13.584053990000001
Tunisia,134.0,1545,126.5,1458,94.4,2016,Urinary tract,Klebsiella pneumoniae,3GCs,TUN,EMR,Lower-middle,6.24778175,3.4056022199999996,12.514349940000002
Zambia,1.4,23,1.3,22,95.7,2016,Urinary tract,Klebsiella pneumoniae,3GCs,ZMB,AFR,Low,4.4692316100000005,1.7143074300000003,7.164569379999999
Argentina,1.0,45,0.9,40,88.9,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,ARG,AMR,Upper-middle,10.23174763,6.59566355,16.039470669999996
Bangladesh,0.2,36,0.1,12,33.3,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,BGD,SEAR,Lower-middle,2.36720181,0.5025049400000001,4.10705233
Bosnia and Herzegovina,1.7,6,1.7,6,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,BIH,EUR,Upper-middle,8.82,6.18,15.47
Canada,7.7,285,7.7,285,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,CAN,AMR,High,10.90631104,7.5925025900000005,18.76758575
Finland,10.0,55,8.7,48,87.3,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,FIN,EUR,High,9.13,7.12,13.28
Germany,2.0,168,1.9,157,93.5,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,DEU,EUR,High,11.33617592,8.797028540000001,19.91397285
India,0.5,636,0.4,506,79.6,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,IND,SEAR,Lower-middle,2.94,0.97,3.66
Japan,5.2,664,5.1,651,98.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,JPN,WPR,High,10.66,8.97,24.46
Lao People's Democratic Republic,3.7,26,3.7,26,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,LAO,WPR,Lower-middle,2.52606821,0.8888779299999999,4.0769591300000005
Lebanon,2.4,15,2.4,15,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,LBN,EMR,Lower-middle,7.80396605,3.6769034899999995,12.027192120000002
Madagascar,0.1,2,0.0,1,50.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,MDG,AFR,Low,4.802259919999999,2.24615121,15.032087330000005
Malawi,18.1,326,18.1,326,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,MWI,AFR,Low,7.584389209999998,1.7191966800000003,8.189613340000001
Malaysia,30.7,992,28.2,914,92.1,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,MYS,WPR,Upper-middle,3.7147231100000004,1.9221864899999996,8.720147129999999
Malta,12.8,6,12.8,6,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,MLT,EUR,High,8.73,5.49,15.94
Nepal,3.3,92,3.2,91,98.9,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,NPL,SEAR,Lower-middle,4.72,1.07,4.51
Nigeria,0.1,28,0.1,12,42.9,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,NGA,AFR,Lower-middle,3.7476251100000004,0.5326630500000001,4.4423522900000005
Norway,11.6,61,11.6,61,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,NOR,EUR,High,10.23,8.71,17.4
Oman,6.4,29,6.2,28,96.6,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,OMN,EMR,High,3.9541866799999994,3.5271337000000003,8.945590970000001
Pakistan,3.5,781,3.3,743,95.1,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,PAK,EMR,Lower-middle,2.7863008999999996,0.91277039,4.77192211
Philippines,2.4,260,2.2,235,90.4,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,PHL,WPR,Lower-middle,3.96,1.48,7.62
